state,district,month,monthly_enrolments,monthly_load,estimated_update_requests
Maharashtra,Ahmed Nagar,2025-07,5,5,2
Maharashtra,Ahmed Nagar,2025-08,7,7,2
Maharashtra,Ahmed Nagar,2025-09,8,8,3
Maharashtra,Ahmed Nagar,2025-10,5,5,2
Maharashtra,Ahmed Nagar,2025-11,5,5,2
Maharashtra,Ahmed Nagar,2025-12,7,7,2
Maharashtra,Ahmednagar,2025-01,368,368,129
Maharashtra,Akola,2025-01,695,695,243
Maharashtra,Akola,2025-02,220,220,77
Maharashtra,Akola,2025-03,101,101,35
Maharashtra,Akola,2025-04,73,73,26
Maharashtra,Akola,2025-05,59,59,21
Maharashtra,Akola,2025-06,36,36,13
Maharashtra,Akola,2025-07,56,56,20
Maharashtra,Akola,2025-08,156,156,55
Maharashtra,Akola,2025-09,128,128,45
Maharashtra,Akola,2025-10,129,129,45
Maharashtra,Akola,2025-11,127,127,44
Maharashtra,Akola,2025-12,126,126,44
Maharashtra,Amravati,2025-01,1133,1133,397
Maharashtra,Amravati,2025-02,267,267,93
Maharashtra,Amravati,2025-03,104,104,36
Maharashtra,Amravati,2025-04,92,92,32
Maharashtra,Amravati,2025-05,83,83,29
Maharashtra,Amravati,2025-06,62,62,22
Maharashtra,Amravati,2025-07,54,54,19
Maharashtra,Amravati,2025-08,198,198,69
Maharashtra,Amravati,2025-09,214,214,75
Maharashtra,Amravati,2025-10,213,213,75
Maharashtra,Amravati,2025-11,182,182,64
Maharashtra,Amravati,2025-12,163,163,57
Maharashtra,Aurangabad,2025-01,4819,4819,1687
Maharashtra,Aurangabad,2025-02,590,590,206
Maharashtra,Aurangabad,2025-03,300,300,105
Maharashtra,Aurangabad,2025-04,223,223,78
Maharashtra,Aurangabad,2025-05,296,296,104
Maharashtra,Aurangabad,2025-06,194,194,68
Maharashtra,Aurangabad,2025-07,173,173,61
Maharashtra,Aurangabad,2025-08,400,400,140
Maharashtra,Aurangabad,2025-09,489,489,171
Maharashtra,Aurangabad,2025-10,496,496,174
Maharashtra,Aurangabad,2025-11,384,384,134
Maharashtra,Aurangabad,2025-12,382,382,134
Maharashtra,Beed,2025-01,4211,4211,1474
Maharashtra,Beed,2025-02,339,339,119
Maharashtra,Beed,2025-03,172,172,60
Maharashtra,Beed,2025-04,145,145,51
Maharashtra,Beed,2025-05,84,84,29
Maharashtra,Beed,2025-06,93,93,33
Maharashtra,Beed,2025-07,101,101,35
Maharashtra,Beed,2025-08,269,269,94
Maharashtra,Beed,2025-09,248,248,87
Maharashtra,Beed,2025-10,239,239,84
Maharashtra,Beed,2025-11,231,231,81
Maharashtra,Beed,2025-12,236,236,83
Maharashtra,Bhandara,2025-01,44,44,15
Maharashtra,Bhandara,2025-02,61,61,21
Maharashtra,Bhandara,2025-03,32,32,11
Maharashtra,Bhandara,2025-04,32,32,11
Maharashtra,Bhandara,2025-05,30,30,10
Maharashtra,Bhandara,2025-06,22,22,8
Maharashtra,Bhandara,2025-07,20,20,7
Maharashtra,Bhandara,2025-08,46,46,16
Maharashtra,Bhandara,2025-09,69,69,24
Maharashtra,Bhandara,2025-10,72,72,25
Maharashtra,Bhandara,2025-11,52,52,18
Maharashtra,Bhandara,2025-12,63,63,22
Maharashtra,Bid,2025-01,8,8,3
Maharashtra,Bid,2025-02,36,36,13
Maharashtra,Bid,2025-03,13,13,5
Maharashtra,Bid,2025-04,14,14,5
Maharashtra,Bid,2025-05,11,11,4
Maharashtra,Bid,2025-06,4,4,1
Maharashtra,Bid,2025-07,4,4,1
Maharashtra,Bid,2025-08,16,16,6
Maharashtra,Bid,2025-09,16,16,6
Maharashtra,Bid,2025-10,22,22,8
Maharashtra,Bid,2025-11,31,31,11
Maharashtra,Bid,2025-12,13,13,5
Maharashtra,Buldana,2025-01,12,12,4
Maharashtra,Buldana,2025-02,46,46,16
Maharashtra,Buldana,2025-03,18,18,6
Maharashtra,Buldana,2025-04,23,23,8
Maharashtra,Buldana,2025-05,20,20,7
Maharashtra,Buldana,2025-06,17,17,6
Maharashtra,Buldana,2025-07,8,8,3
Maharashtra,Buldana,2025-08,34,34,12
Maharashtra,Buldana,2025-09,26,26,9
Maharashtra,Buldana,2025-10,36,36,13
Maharashtra,Buldana,2025-11,38,38,13
Maharashtra,Buldana,2025-12,33,33,12
Maharashtra,Buldhana,2025-01,1880,1880,658
Maharashtra,Buldhana,2025-02,240,240,84
Maharashtra,Buldhana,2025-03,155,155,54
Maharashtra,Buldhana,2025-04,83,83,29
Maharashtra,Buldhana,2025-05,67,67,23
Maharashtra,Buldhana,2025-06,86,86,30
Maharashtra,Buldhana,2025-07,54,54,19
Maharashtra,Buldhana,2025-08,198,198,69
Maharashtra,Buldhana,2025-09,183,183,64
Maharashtra,Buldhana,2025-10,196,196,69
Maharashtra,Buldhana,2025-11,182,182,64
Maharashtra,Buldhana,2025-12,159,159,56
Maharashtra,Chandrapur,2025-01,933,933,327
Maharashtra,Chandrapur,2025-02,153,153,54
Maharashtra,Chandrapur,2025-03,66,66,23
Maharashtra,Chandrapur,2025-04,56,56,20
Maharashtra,Chandrapur,2025-05,54,54,19
Maharashtra,Chandrapur,2025-06,43,43,15
Maharashtra,Chandrapur,2025-07,49,49,17
Maharashtra,Chandrapur,2025-08,128,128,45
Maharashtra,Chandrapur,2025-09,136,136,48
Maharashtra,Chandrapur,2025-10,122,122,43
Maharashtra,Chandrapur,2025-11,92,92,32
Maharashtra,Chandrapur,2025-12,93,93,33
Maharashtra,Chatrapati Sambhaji Nagar,2025-01,5,5,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-02,7,7,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,3,3,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-04,7,7,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-05,6,6,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-06,4,4,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-07,3,3,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-08,3,3,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,2,2,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,5,5,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,4,4,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,10,10,4
Maharashtra,Chhatrapati Sambhajinagar,2025-01,24,24,8
Maharashtra,Chhatrapati Sambhajinagar,2025-02,34,34,12
Maharashtra,Chhatrapati Sambhajinagar,2025-03,20,20,7
Maharashtra,Chhatrapati Sambhajinagar,2025-04,11,11,4
Maharashtra,Chhatrapati Sambhajinagar,2025-05,16,16,6
Maharashtra,Chhatrapati Sambhajinagar,2025-06,13,13,5
Maharashtra,Chhatrapati Sambhajinagar,2025-07,9,9,3
Maharashtra,Chhatrapati Sambhajinagar,2025-08,33,33,12
Maharashtra,Chhatrapati Sambhajinagar,2025-09,28,28,10
Maharashtra,Chhatrapati Sambhajinagar,2025-10,34,34,12
Maharashtra,Chhatrapati Sambhajinagar,2025-11,24,24,8
Maharashtra,Chhatrapati Sambhajinagar,2025-12,13,13,5
Maharashtra,Dharashiv,2025-01,1,1,0
Maharashtra,Dharashiv,2025-02,8,8,3
Maharashtra,Dharashiv,2025-03,2,2,1
Maharashtra,Dharashiv,2025-04,1,1,0
Maharashtra,Dharashiv,2025-05,2,2,1
Maharashtra,Dharashiv,2025-06,4,4,1
Maharashtra,Dharashiv,2025-08,2,2,1
Maharashtra,Dharashiv,2025-09,9,9,3
Maharashtra,Dharashiv,2025-10,3,3,1
Maharashtra,Dharashiv,2025-11,7,7,2
Maharashtra,Dharashiv,2025-12,8,8,3
Maharashtra,Dhule,2025-01,4573,4573,1601
Maharashtra,Dhule,2025-02,345,345,121
Maharashtra,Dhule,2025-03,209,209,73
Maharashtra,Dhule,2025-04,168,168,59
Maharashtra,Dhule,2025-05,79,79,28
Maharashtra,Dhule,2025-06,85,85,30
Maharashtra,Dhule,2025-07,84,84,29
Maharashtra,Dhule,2025-08,297,297,104
Maharashtra,Dhule,2025-09,296,296,104
Maharashtra,Dhule,2025-10,279,279,98
Maharashtra,Dhule,2025-11,320,320,112
Maharashtra,Dhule,2025-12,305,305,107
Maharashtra,Gadchiroli,2025-01,33,33,12
Maharashtra,Gadchiroli,2025-02,67,67,23
Maharashtra,Gadchiroli,2025-03,67,67,23
Maharashtra,Gadchiroli,2025-04,50,50,18
Maharashtra,Gadchiroli,2025-05,25,25,9
Maharashtra,Gadchiroli,2025-06,50,50,18
Maharashtra,Gadchiroli,2025-07,16,16,6
Maharashtra,Gadchiroli,2025-08,85,85,30
Maharashtra,Gadchiroli,2025-09,92,92,32
Maharashtra,Gadchiroli,2025-10,94,94,33
Maharashtra,Gadchiroli,2025-11,85,85,30
Maharashtra,Gadchiroli,2025-12,66,66,23
Maharashtra,Gondia,2025-01,1,1,0
Maharashtra,Gondia,2025-02,1,1,0
Maharashtra,Gondia,2025-05,2,2,1
Maharashtra,Gondia,2025-07,1,1,0
Maharashtra,Gondia,2025-08,1,1,0
Maharashtra,Gondia,2025-10,2,2,1
Maharashtra,Gondia,2025-11,1,1,0
Maharashtra,Gondia,2025-12,2,2,1
Maharashtra,Gondiya,2025-01,60,60,21
Maharashtra,Gondiya,2025-02,130,130,46
Maharashtra,Gondiya,2025-03,65,65,23
Maharashtra,Gondiya,2025-04,61,61,21
Maharashtra,Gondiya,2025-05,44,44,15
Maharashtra,Gondiya,2025-06,41,41,14
Maharashtra,Gondiya,2025-07,32,32,11
Maharashtra,Gondiya,2025-08,77,77,27
Maharashtra,Gondiya,2025-09,102,102,36
Maharashtra,Gondiya,2025-10,88,88,31
Maharashtra,Gondiya,2025-11,83,83,29
Maharashtra,Gondiya,2025-12,85,85,30
Maharashtra,Gondiya *,2025-01,3,3,1
Maharashtra,Gondiya *,2025-02,4,4,1
Maharashtra,Gondiya *,2025-03,3,3,1
Maharashtra,Gondiya *,2025-04,1,1,0
Maharashtra,Gondiya *,2025-07,1,1,0
Maharashtra,Gondiya *,2025-08,4,4,1
Maharashtra,Gondiya *,2025-10,3,3,1
Maharashtra,Gondiya *,2025-11,1,1,0
Maharashtra,Hingoli,2025-01,4851,4851,1698
Maharashtra,Hingoli,2025-02,134,134,47
Maharashtra,Hingoli,2025-03,92,92,32
Maharashtra,Hingoli,2025-04,75,75,26
Maharashtra,Hingoli,2025-05,53,53,19
Maharashtra,Hingoli,2025-06,37,37,13
Maharashtra,Hingoli,2025-07,35,35,12
Maharashtra,Hingoli,2025-08,120,120,42
Maharashtra,Hingoli,2025-09,114,114,40
Maharashtra,Hingoli,2025-10,140,140,49
Maharashtra,Hingoli,2025-11,112,112,39
Maharashtra,Hingoli,2025-12,119,119,42
Maharashtra,Jalgaon,2025-01,2825,2825,989
Maharashtra,Jalgaon,2025-02,494,494,173
Maharashtra,Jalgaon,2025-03,320,320,112
Maharashtra,Jalgaon,2025-04,227,227,79
Maharashtra,Jalgaon,2025-05,92,92,32
Maharashtra,Jalgaon,2025-06,149,149,52
Maharashtra,Jalgaon,2025-07,110,110,38
Maharashtra,Jalgaon,2025-08,363,363,127
Maharashtra,Jalgaon,2025-09,433,433,152
Maharashtra,Jalgaon,2025-10,447,447,156
Maharashtra,Jalgaon,2025-11,387,387,135
Maharashtra,Jalgaon,2025-12,358,358,125
Maharashtra,Jalna,2025-01,100,100,35
Maharashtra,Jalna,2025-02,257,257,90
Maharashtra,Jalna,2025-03,163,163,57
Maharashtra,Jalna,2025-04,110,110,38
Maharashtra,Jalna,2025-05,75,75,26
Maharashtra,Jalna,2025-06,79,79,28
Maharashtra,Jalna,2025-07,58,58,20
Maharashtra,Jalna,2025-08,195,195,68
Maharashtra,Jalna,2025-09,259,259,91
Maharashtra,Jalna,2025-10,227,227,79
Maharashtra,Jalna,2025-11,200,200,70
Maharashtra,Jalna,2025-12,163,163,57
Maharashtra,Kolhapur,2025-01,147,147,51
Maharashtra,Kolhapur,2025-02,259,259,91
Maharashtra,Kolhapur,2025-03,176,176,62
Maharashtra,Kolhapur,2025-04,128,128,45
Maharashtra,Kolhapur,2025-05,129,129,45
Maharashtra,Kolhapur,2025-06,104,104,36
Maharashtra,Kolhapur,2025-07,110,110,38
Maharashtra,Kolhapur,2025-08,224,224,78
Maharashtra,Kolhapur,2025-09,257,257,90
Maharashtra,Kolhapur,2025-10,276,276,97
Maharashtra,Kolhapur,2025-11,217,217,76
Maharashtra,Kolhapur,2025-12,189,189,66
Maharashtra,Latur,2025-01,1713,1713,600
Maharashtra,Latur,2025-02,270,270,94
Maharashtra,Latur,2025-03,159,159,56
Maharashtra,Latur,2025-04,127,127,44
Maharashtra,Latur,2025-05,95,95,33
Maharashtra,Latur,2025-06,108,108,38
Maharashtra,Latur,2025-07,69,69,24
Maharashtra,Latur,2025-08,248,248,87
Maharashtra,Latur,2025-09,231,231,81
Maharashtra,Latur,2025-10,260,260,91
Maharashtra,Latur,2025-11,242,242,85
Maharashtra,Latur,2025-12,195,195,68
Maharashtra,Mumbai,2025-01,1141,1141,399
Maharashtra,Mumbai,2025-02,589,589,206
Maharashtra,Mumbai,2025-03,246,246,86
Maharashtra,Mumbai,2025-04,158,158,55
Maharashtra,Mumbai,2025-05,253,253,89
Maharashtra,Mumbai,2025-06,190,190,66
Maharashtra,Mumbai,2025-07,164,164,57
Maharashtra,Mumbai,2025-08,248,248,87
Maharashtra,Mumbai,2025-09,413,413,145
Maharashtra,Mumbai,2025-10,496,496,174
Maharashtra,Mumbai,2025-11,401,401,140
Maharashtra,Mumbai,2025-12,378,378,132
Maharashtra,Mumbai City,2025-01,46,46,16
Maharashtra,Mumbai City,2025-02,114,114,40
Maharashtra,Mumbai City,2025-03,50,50,18
Maharashtra,Mumbai City,2025-04,35,35,12
Maharashtra,Mumbai City,2025-05,54,54,19
Maharashtra,Mumbai City,2025-06,32,32,11
Maharashtra,Mumbai City,2025-07,34,34,12
Maharashtra,Mumbai City,2025-08,37,37,13
Maharashtra,Mumbai City,2025-09,98,98,34
Maharashtra,Mumbai City,2025-10,90,90,31
Maharashtra,Mumbai City,2025-11,82,82,29
Maharashtra,Mumbai City,2025-12,76,76,27
Maharashtra,Mumbai Suburban,2025-01,7844,7844,2745
Maharashtra,Mumbai Suburban,2025-02,423,423,148
Maharashtra,Mumbai Suburban,2025-03,224,224,78
Maharashtra,Mumbai Suburban,2025-04,119,119,42
Maharashtra,Mumbai Suburban,2025-05,232,232,81
Maharashtra,Mumbai Suburban,2025-06,172,172,60
Maharashtra,Mumbai Suburban,2025-07,179,179,63
Maharashtra,Mumbai Suburban,2025-08,186,186,65
Maharashtra,Mumbai Suburban,2025-09,301,301,105
Maharashtra,Mumbai Suburban,2025-10,366,366,128
Maharashtra,Mumbai Suburban,2025-11,306,306,107
Maharashtra,Mumbai Suburban,2025-12,278,278,97
Maharashtra,Mumbai( Sub Urban ),2025-01,10,10,4
Maharashtra,Mumbai( Sub Urban ),2025-02,15,15,5
Maharashtra,Mumbai( Sub Urban ),2025-03,12,12,4
Maharashtra,Mumbai( Sub Urban ),2025-04,1,1,0
Maharashtra,Mumbai( Sub Urban ),2025-05,13,13,5
Maharashtra,Mumbai( Sub Urban ),2025-06,8,8,3
Maharashtra,Mumbai( Sub Urban ),2025-07,9,9,3
Maharashtra,Mumbai( Sub Urban ),2025-08,3,3,1
Maharashtra,Mumbai( Sub Urban ),2025-09,15,15,5
Maharashtra,Mumbai( Sub Urban ),2025-10,22,22,8
Maharashtra,Mumbai( Sub Urban ),2025-11,7,7,2
Maharashtra,Mumbai( Sub Urban ),2025-12,10,10,4
Maharashtra,Nagpur,2025-01,2131,2131,746
Maharashtra,Nagpur,2025-02,503,503,176
Maharashtra,Nagpur,2025-03,250,250,88
Maharashtra,Nagpur,2025-04,150,150,52
Maharashtra,Nagpur,2025-05,160,160,56
Maharashtra,Nagpur,2025-06,135,135,47
Maharashtra,Nagpur,2025-07,143,143,50
Maharashtra,Nagpur,2025-08,309,309,108
Maharashtra,Nagpur,2025-09,313,313,110
Maharashtra,Nagpur,2025-10,401,401,140
Maharashtra,Nagpur,2025-11,283,283,99
Maharashtra,Nagpur,2025-12,295,295,103
Maharashtra,Nanded,2025-01,3654,3654,1279
Maharashtra,Nanded,2025-02,342,342,120
Maharashtra,Nanded,2025-03,252,252,88
Maharashtra,Nanded,2025-04,185,185,65
Maharashtra,Nanded,2025-05,94,94,33
Maharashtra,Nanded,2025-06,147,147,51
Maharashtra,Nanded,2025-07,68,68,24
Maharashtra,Nanded,2025-08,285,285,100
Maharashtra,Nanded,2025-09,333,333,117
Maharashtra,Nanded,2025-10,273,273,96
Maharashtra,Nanded,2025-11,268,268,94
Maharashtra,Nanded,2025-12,240,240,84
Maharashtra,Nandurbar,2025-01,3944,3944,1380
Maharashtra,Nandurbar,2025-02,258,258,90
Maharashtra,Nandurbar,2025-03,209,209,73
Maharashtra,Nandurbar,2025-04,88,88,31
Maharashtra,Nandurbar,2025-05,127,127,44
Maharashtra,Nandurbar,2025-06,103,103,36
Maharashtra,Nandurbar,2025-07,81,81,28
Maharashtra,Nandurbar,2025-08,218,218,76
Maharashtra,Nandurbar,2025-09,283,283,99
Maharashtra,Nandurbar,2025-10,258,258,90
Maharashtra,Nandurbar,2025-11,210,210,74
Maharashtra,Nandurbar,2025-12,187,187,65
Maharashtra,Nandurbar *,2025-01,2,2,1
Maharashtra,Nandurbar *,2025-02,5,5,2
Maharashtra,Nandurbar *,2025-03,2,2,1
Maharashtra,Nandurbar *,2025-04,2,2,1
Maharashtra,Nandurbar *,2025-05,8,8,3
Maharashtra,Nandurbar *,2025-06,3,3,1
Maharashtra,Nandurbar *,2025-07,1,1,0
Maharashtra,Nandurbar *,2025-08,6,6,2
Maharashtra,Nandurbar *,2025-09,6,6,2
Maharashtra,Nandurbar *,2025-10,3,3,1
Maharashtra,Nandurbar *,2025-11,3,3,1
Maharashtra,Nandurbar *,2025-12,5,5,2
Maharashtra,Nashik,2025-01,5209,5209,1823
Maharashtra,Nashik,2025-02,904,904,316
Maharashtra,Nashik,2025-03,481,481,168
Maharashtra,Nashik,2025-04,321,321,112
Maharashtra,Nashik,2025-05,235,235,82
Maharashtra,Nashik,2025-06,161,161,56
Maharashtra,Nashik,2025-07,227,227,79
Maharashtra,Nashik,2025-08,602,602,211
Maharashtra,Nashik,2025-09,604,604,211
Maharashtra,Nashik,2025-10,605,605,212
Maharashtra,Nashik,2025-11,592,592,207
Maharashtra,Nashik,2025-12,575,575,201
Maharashtra,Osmanabad,2025-01,408,408,143
Maharashtra,Osmanabad,2025-02,162,162,57
Maharashtra,Osmanabad,2025-03,114,114,40
Maharashtra,Osmanabad,2025-04,69,69,24
Maharashtra,Osmanabad,2025-05,40,40,14
Maharashtra,Osmanabad,2025-06,60,60,21
Maharashtra,Osmanabad,2025-07,40,40,14
Maharashtra,Osmanabad,2025-08,143,143,50
Maharashtra,Osmanabad,2025-09,152,152,53
Maharashtra,Osmanabad,2025-10,117,117,41
Maharashtra,Osmanabad,2025-11,112,112,39
Maharashtra,Osmanabad,2025-12,117,117,41
Maharashtra,Palghar,2025-01,2479,2479,868
Maharashtra,Palghar,2025-02,339,339,119
Maharashtra,Palghar,2025-03,160,160,56
Maharashtra,Palghar,2025-04,88,88,31
Maharashtra,Palghar,2025-05,168,168,59
Maharashtra,Palghar,2025-06,135,135,47
Maharashtra,Palghar,2025-07,123,123,43
Maharashtra,Palghar,2025-08,255,255,89
Maharashtra,Palghar,2025-09,295,295,103
Maharashtra,Palghar,2025-10,318,318,111
Maharashtra,Palghar,2025-11,278,278,97
Maharashtra,Palghar,2025-12,252,252,88
Maharashtra,Parbhani,2025-01,748,748,262
Maharashtra,Parbhani,2025-02,259,259,91
Maharashtra,Parbhani,2025-03,143,143,50
Maharashtra,Parbhani,2025-04,116,116,41
Maharashtra,Parbhani,2025-05,66,66,23
Maharashtra,Parbhani,2025-06,64,64,22
Maharashtra,Parbhani,2025-07,101,101,35
Maharashtra,Parbhani,2025-08,192,192,67
Maharashtra,Parbhani,2025-09,179,179,63
Maharashtra,Parbhani,2025-10,206,206,72
Maharashtra,Parbhani,2025-11,143,143,50
Maharashtra,Parbhani,2025-12,172,172,60
Maharashtra,Pune,2025-01,6629,6629,2320
Maharashtra,Pune,2025-02,1124,1124,393
Maharashtra,Pune,2025-03,568,568,199
Maharashtra,Pune,2025-04,349,349,122
Maharashtra,Pune,2025-05,567,567,198
Maharashtra,Pune,2025-06,370,370,130
Maharashtra,Pune,2025-07,436,436,153
Maharashtra,Pune,2025-08,761,761,266
Maharashtra,Pune,2025-09,865,865,303
Maharashtra,Pune,2025-10,884,884,309
Maharashtra,Pune,2025-11,703,703,246
Maharashtra,Pune,2025-12,768,768,269
Maharashtra,Raigad,2025-01,1523,1523,533
Maharashtra,Raigad,2025-02,77,77,27
Maharashtra,Raigad,2025-03,33,33,12
Maharashtra,Raigad,2025-04,24,24,8
Maharashtra,Raigad,2025-05,43,43,15
Maharashtra,Raigad,2025-06,39,39,14
Maharashtra,Raigad,2025-07,31,31,11
Maharashtra,Raigad,2025-08,47,47,16
Maharashtra,Raigad,2025-09,47,47,16
Maharashtra,Raigad,2025-10,64,64,22
Maharashtra,Raigad,2025-11,60,60,21
Maharashtra,Raigad,2025-12,54,54,19
Maharashtra,Raigarh,2025-01,41,41,14
Maharashtra,Raigarh,2025-02,172,172,60
Maharashtra,Raigarh,2025-03,102,102,36
Maharashtra,Raigarh,2025-04,58,58,20
Maharashtra,Raigarh,2025-05,124,124,43
Maharashtra,Raigarh,2025-06,69,69,24
Maharashtra,Raigarh,2025-07,57,57,20
Maharashtra,Raigarh,2025-08,118,118,41
Maharashtra,Raigarh,2025-09,152,152,53
Maharashtra,Raigarh,2025-10,181,181,63
Maharashtra,Raigarh,2025-11,168,168,59
Maharashtra,Raigarh,2025-12,156,156,55
Maharashtra,Raigarh(MH),2025-02,5,5,2
Maharashtra,Raigarh(MH),2025-07,1,1,0
Maharashtra,Raigarh(MH),2025-08,3,3,1
Maharashtra,Raigarh(MH),2025-09,3,3,1
Maharashtra,Raigarh(MH),2025-10,4,4,1
Maharashtra,Raigarh(MH),2025-11,2,2,1
Maharashtra,Raigarh(MH),2025-12,3,3,1
Maharashtra,Ratnagiri,2025-01,20,20,7
Maharashtra,Ratnagiri,2025-02,97,97,34
Maharashtra,Ratnagiri,2025-03,50,50,18
Maharashtra,Ratnagiri,2025-04,32,32,11
Maharashtra,Ratnagiri,2025-05,54,54,19
Maharashtra,Ratnagiri,2025-06,35,35,12
Maharashtra,Ratnagiri,2025-07,48,48,17
Maharashtra,Ratnagiri,2025-08,59,59,21
Maharashtra,Ratnagiri,2025-09,83,83,29
Maharashtra,Ratnagiri,2025-10,108,108,38
Maharashtra,Ratnagiri,2025-11,67,67,23
Maharashtra,Ratnagiri,2025-12,62,62,22
Maharashtra,Sangli,2025-01,2314,2314,810
Maharashtra,Sangli,2025-02,300,300,105
Maharashtra,Sangli,2025-03,165,165,58
Maharashtra,Sangli,2025-04,100,100,35
Maharashtra,Sangli,2025-05,72,72,25
Maharashtra,Sangli,2025-06,72,72,25
Maharashtra,Sangli,2025-07,67,67,23
Maharashtra,Sangli,2025-08,180,180,63
Maharashtra,Sangli,2025-09,199,199,70
Maharashtra,Sangli,2025-10,206,206,72
Maharashtra,Sangli,2025-11,205,205,72
Maharashtra,Sangli,2025-12,187,187,65
Maharashtra,Satara,2025-01,1120,1120,392
Maharashtra,Satara,2025-02,209,209,73
Maharashtra,Satara,2025-03,118,118,41
Maharashtra,Satara,2025-04,93,93,33
Maharashtra,Satara,2025-05,71,71,25
Maharashtra,Satara,2025-06,62,62,22
Maharashtra,Satara,2025-07,63,63,22
Maharashtra,Satara,2025-08,152,152,53
Maharashtra,Satara,2025-09,171,171,60
Maharashtra,Satara,2025-10,156,156,55
Maharashtra,Satara,2025-11,112,112,39
Maharashtra,Satara,2025-12,129,129,45
Maharashtra,Sindhudurg,2025-01,12,12,4
Maharashtra,Sindhudurg,2025-02,57,57,20
Maharashtra,Sindhudurg,2025-03,23,23,8
Maharashtra,Sindhudurg,2025-04,18,18,6
Maharashtra,Sindhudurg,2025-05,40,40,14
Maharashtra,Sindhudurg,2025-06,25,25,9
Maharashtra,Sindhudurg,2025-07,19,19,7
Maharashtra,Sindhudurg,2025-08,32,32,11
Maharashtra,Sindhudurg,2025-09,38,38,13
Maharashtra,Sindhudurg,2025-10,40,40,14
Maharashtra,Sindhudurg,2025-11,33,33,12
Maharashtra,Sindhudurg,2025-12,38,38,13
Maharashtra,Solapur,2025-01,2054,2054,719
Maharashtra,Solapur,2025-02,483,483,169
Maharashtra,Solapur,2025-03,280,280,98
Maharashtra,Solapur,2025-04,179,179,63
Maharashtra,Solapur,2025-05,173,173,61
Maharashtra,Solapur,2025-06,149,149,52
Maharashtra,Solapur,2025-07,159,159,56
Maharashtra,Solapur,2025-08,335,335,117
Maharashtra,Solapur,2025-09,366,366,128
Maharashtra,Solapur,2025-10,336,336,118
Maharashtra,Solapur,2025-11,278,278,97
Maharashtra,Solapur,2025-12,261,261,91
Maharashtra,Thane,2025-01,17906,17906,6267
Maharashtra,Thane,2025-02,1149,1149,402
Maharashtra,Thane,2025-03,523,523,183
Maharashtra,Thane,2025-04,312,312,109
Maharashtra,Thane,2025-05,556,556,195
Maharashtra,Thane,2025-06,432,432,151
Maharashtra,Thane,2025-07,386,386,135
Maharashtra,Thane,2025-08,617,617,216
Maharashtra,Thane,2025-09,846,846,296
Maharashtra,Thane,2025-10,994,994,348
Maharashtra,Thane,2025-11,743,743,260
Maharashtra,Thane,2025-12,732,732,256
Maharashtra,Wardha,2025-01,15,15,5
Maharashtra,Wardha,2025-02,69,69,24
Maharashtra,Wardha,2025-03,47,47,16
Maharashtra,Wardha,2025-04,28,28,10
Maharashtra,Wardha,2025-05,25,25,9
Maharashtra,Wardha,2025-06,33,33,12
Maharashtra,Wardha,2025-07,15,15,5
Maharashtra,Wardha,2025-08,62,62,22
Maharashtra,Wardha,2025-09,92,92,32
Maharashtra,Wardha,2025-10,77,77,27
Maharashtra,Wardha,2025-11,50,50,18
Maharashtra,Wardha,2025-12,56,56,20
Maharashtra,Washim,2025-01,701,701,245
Maharashtra,Washim,2025-02,113,113,40
Maharashtra,Washim,2025-03,65,65,23
Maharashtra,Washim,2025-04,41,41,14
Maharashtra,Washim,2025-05,31,31,11
Maharashtra,Washim,2025-06,33,33,12
Maharashtra,Washim,2025-07,23,23,8
Maharashtra,Washim,2025-08,87,87,30
Maharashtra,Washim,2025-09,101,101,35
Maharashtra,Washim,2025-10,94,94,33
Maharashtra,Washim,2025-11,49,49,17
Maharashtra,Washim,2025-12,39,39,14
Maharashtra,Washim *,2025-02,1,1,0
Maharashtra,Washim *,2025-03,1,1,0
Maharashtra,Washim *,2025-04,1,1,0
Maharashtra,Washim *,2025-08,3,3,1
Maharashtra,Washim *,2025-12,1,1,0
Maharashtra,Yavatmal,2025-01,1729,1729,605
Maharashtra,Yavatmal,2025-02,250,250,88
Maharashtra,Yavatmal,2025-03,157,157,55
Maharashtra,Yavatmal,2025-04,111,111,39
Maharashtra,Yavatmal,2025-05,60,60,21
Maharashtra,Yavatmal,2025-06,87,87,30
Maharashtra,Yavatmal,2025-07,58,58,20
Maharashtra,Yavatmal,2025-08,219,219,77
Maharashtra,Yavatmal,2025-09,218,218,76
Maharashtra,Yavatmal,2025-10,209,209,73
Maharashtra,Yavatmal,2025-11,186,186,65
Maharashtra,Yavatmal,2025-12,155,155,54
Manipur,Bishnupur,2025-01,205,205,72
Manipur,Bishnupur,2025-02,67,67,23
Manipur,Bishnupur,2025-03,23,23,8
Manipur,Bishnupur,2025-04,18,18,6
